VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
1C4JJXR60M,Yakima,Grandview,WA,98930,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,15,209636864,POINT (-119.91556 46.249215),BONNEVILLE POWER ADMINISTRATION||PACIFICORP||BENTON RURAL ELECTRIC ASSN,53077001902
KNAGV4LD6H,Yakima,Grandview,WA,98930,2017,KIA,OPTIMA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,29,0,15,154023530,POINT (-119.91556 46.249215),BONNEVILLE POWER ADMINISTRATION||PACIFICORP||BENTON RURAL ELECTRIC ASSN,53077001902
1FTVW1EL6N,Yakima,Grandview,WA,98930,2022,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,15,220651742,POINT (-119.91556 46.249215),BONNEVILLE POWER ADMINISTRATION||PACIFICORP||BENTON RURAL ELECTRIC ASSN,53077001902
1C4JJXP61M,Yakima,Grandview,WA,98930,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,15,156830131,POINT (-119.91556 46.249215),BONNEVILLE POWER ADMINISTRATION||PACIFICORP||BENTON RURAL ELECTRIC ASSN,53077001901
KM8K33AG4L,Yakima,Grandview,WA,98930,2020,HYUNDAI,KONA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,258,0,15,251703161,POINT (-119.91556 46.249215),BONNEVILLE POWER ADMINISTRATION||PACIFICORP||BENTON RURAL ELECTRIC ASSN,53077001901
KNDCR3L19P,Yakima,Grandview,WA,98930,2023,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,15,252712155,POINT (-119.91556 46.249215),BONNEVILLE POWER ADMINISTRATION||PACIFICORP||BENTON RURAL ELECTRIC ASSN,53077001901
5YJXCDE26J,Yakima,Grandview,WA,98930,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,15,254588001,POINT (-119.91556 46.249215),BONNEVILLE POWER ADMINISTRATION||PACIFICORP||BENTON RURAL ELECTRIC ASSN,53077001802
5YJSA1E25L,Yakima,Grandview,WA,98930,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,330,0,15,103481241,POINT (-119.91556 46.249215),BONNEVILLE POWER ADMINISTRATION||PACIFICORP||BENTON RURAL ELECTRIC ASSN,53077001802
5YJSA1E29L,Yakima,Grandview,WA,98930,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,330,0,15,124540699,POINT (-119.91556 46.249215),BONNEVILLE POWER ADMINISTRATION||PACIFICORP||BENTON RURAL ELECTRIC ASSN,53077001802
5YJ3E1EB2J,Yakima,Grandview,WA,98930,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,15,207774031,POINT (-119.91556 46.249215),BONNEVILLE POWER ADMINISTRATION||PACIFICORP||BENTON RURAL ELECTRIC ASSN,53077001802
5YJYGAEE2M,Yakima,Grandview,WA,98930,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,15,169134717,POINT (-119.91556 46.249215),BONNEVILLE POWER ADMINISTRATION||PACIFICORP||BENTON RURAL ELECTRIC ASSN,53077001801
5YJ3E1EB6J,Yakima,Grandview,WA,98930,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,15,166426830,POINT (-119.91556 46.249215),BONNEVILLE POWER ADMINISTRATION||PACIFICORP||BENTON RURAL ELECTRIC ASSN,53077001801
1G1RF6E49D,Yakima,Grandview,WA,98930,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,15,216231977,POINT (-119.91556 46.249215),BONNEVILLE POWER ADMINISTRATION||PACIFICORP||BENTON RURAL ELECTRIC ASSN,53077001801
3FA6P0PUXE,Yakima,Grandview,WA,98930,2014,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,15,173281055,POINT (-119.91556 46.249215),BONNEVILLE POWER ADMINISTRATION||PACIFICORP||BENTON RURAL ELECTRIC ASSN,53077001801
5YJSA1E16F,Yakima,Grandview,WA,98930,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,15,179564619,POINT (-119.91556 46.249215),BONNEVILLE POWER ADMINISTRATION||PACIFICORP||BENTON RURAL ELECTRIC ASSN,53077001801
7SAYGDEE1P,Whitman,Lacrosse,WA,99143,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,9,241549640,POINT (-117.879945 46.813895),AVISTA CORP,53075001000
JN1BF0BA0P,Whatcom,Glacier,WA,98244,2023,NISSAN,ARIYA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,42,238228217,POINT (-122.2147543 48.8233229),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010103
KNDC3DLC6P,Whatcom,Glacier,WA,98244,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,42,223926496,POINT (-122.2147543 48.8233229),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010103
WP1AE2AY6N,Whatcom,Glacier,WA,98244,2022,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,0,42,213437612,POINT (-122.2147543 48.8233229),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010103
WA1VABGE1P,Whatcom,Glacier,WA,98244,2023,AUDI,E-TRON,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,42,219675095,POINT (-122.2147543 48.8233229),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010103
7SAYGAEE0P,Whatcom,Glacier,WA,98244,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,42,235996680,POINT (-122.2147543 48.8233229),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010103
WVGGNPE23M,Whatcom,Glacier,WA,98244,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,42,193849743,POINT (-122.2147543 48.8233229),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010103
5YJ3E1EA9L,Whatcom,Glacier,WA,98244,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,42,3277942,POINT (-122.2147543 48.8233229),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010103
5YJ3E1EB8K,Whatcom,Glacier,WA,98244,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,42,318025452,POINT (-122.2147543 48.8233229),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010103
1G1FW6S08P,Whatcom,Glacier,WA,98244,2023,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,42,228324778,POINT (-122.2147543 48.8233229),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010103
1G1RH6E44D,Whatcom,Glacier,WA,98244,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,42,224118786,POINT (-122.2147543 48.8233229),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010103
JTDKARFP1J,Whatcom,Glacier,WA,98244,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,42,183788517,POINT (-122.2147543 48.8233229),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010103
1FTVW1EL0P,Whatcom,Glacier,WA,98244,2023,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,42,252116756,POINT (-122.2147543 48.8233229),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010103
KNDC3DLC1N,Whatcom,Glacier,WA,98244,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,42,218256699,POINT (-122.2147543 48.8233229),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010103
5YJYGDEE7M,Whatcom,Glacier,WA,98244,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,42,161751992,POINT (-122.2147543 48.8233229),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010102
1G1FZ6S05L,Wahkiakum,Grays River,WA,98621,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,19,141861121,POINT (-123.5689506 46.3598681),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF WAHKIAKUM COUNTY,53069950100
5YJ3E1EB0M,Thurston,Lacey,WA,98503,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,180740122,POINT (-122.8285 47.03646),PUGET SOUND ENERGY INC,53067012330
5YJ3E1EA4P,Thurston,Lacey,WA,98516,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,236518831,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012330
5YJ3E1EA9L,Thurston,Lacey,WA,98516,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,22,103034676,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012330
5YJYGDEF0M,Thurston,Lacey,WA,98516,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,180664522,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012330
7SAYGDEF9N,Thurston,Lacey,WA,98516,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,207034915,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012330
5YJ3E1EB6M,Thurston,Lacey,WA,98516,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,186136093,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012330
1N4AZ1CP8K,Thurston,Lacey,WA,98516,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,22,204927565,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012330
5YJ3E1EB1N,Thurston,Lacey,WA,98503,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,182768890,POINT (-122.8285 47.03646),PUGET SOUND ENERGY INC,53067012330
1G1FY6S07L,Thurston,Lacey,WA,98516,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,22,133503142,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012330
1G1RC6E43F,Thurston,Lacey,WA,98516,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,22,236576721,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012330
7SAXCDE54P,Thurston,Lacey,WA,98516,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,221196300,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012330
5YJ3E1EB0M,Thurston,Lacey,WA,98516,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,167107538,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012330
5YJ3E1EB1J,Thurston,Lacey,WA,98516,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,22,474196901,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012330
5YJ3E1EB2M,Thurston,Lacey,WA,98516,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,179089914,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012330
1V2VMPE88P,Thurston,Lacey,WA,98516,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,251475941,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012330
KM8K53AG0P,Thurston,Lacey,WA,98516,2023,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,251257611,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012330
5YJ3E1EA5M,Thurston,Lacey,WA,98516,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,166350705,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012330
YV4BR0DM9M,Thurston,Lacey,WA,98516,2021,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,22,135178102,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012330
1C4JJXP69M,Thurston,Lacey,WA,98516,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,22,186507821,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012330
JTDKARFP0J,Thurston,Lacey,WA,98516,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,22,259795455,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012330
5YJ3E1EB5K,Thurston,Lacey,WA,98516,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,22,337193055,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012330
1G1RB6E43C,Thurston,Lacey,WA,98516,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,22,230964611,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012330
5YJ3E1EA6K,Thurston,Lacey,WA,98516,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,22,328494099,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012330
1C4JJXR62M,Thurston,Lacey,WA,98516,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,22,185583184,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012226
7SAYGDEEXP,Thurston,Lacey,WA,98516,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,253836089,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012226
7SAYGDEE2P,Thurston,Lacey,WA,98516,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,245778459,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012226
5YJ3E1EB9L,Thurston,Lacey,WA,98516,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,22,199278747,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012226
5YJ3E1EB9N,Thurston,Lacey,WA,98516,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,192579019,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012226
7SAXCDE55P,Thurston,Lacey,WA,98516,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,221034677,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012226
2C4RC1N76J,Thurston,Lacey,WA,98516,2018,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,22,211957574,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012226
1C4JJXP63P,Thurston,Lacey,WA,98516,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,22,240239548,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012226
KNDCD3LD7L,Thurston,Lacey,WA,98516,2020,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,22,166789304,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012226
WA1L2BFZ8P,Thurston,Lacey,WA,98516,2023,AUDI,Q4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,237776087,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012226
1N4BZ1CP6K,Thurston,Lacey,WA,98516,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,22,260868422,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012226
7FCTGAAA6N,Thurston,Lacey,WA,98516,2022,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,255330491,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012226
5YJ3E1EA0L,Thurston,Lacey,WA,98516,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,22,5008314,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012226
5YJ3E1EC8N,Thurston,Lacey,WA,98516,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,231082008,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012226
7SAYGDEE9P,Thurston,Lacey,WA,98516,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,245593946,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012226
1N4BZ1CP5K,Thurston,Lacey,WA,98516,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,22,4971235,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012226
YV4ED3UM5P,Thurston,Lacey,WA,98516,2023,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,252723362,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012226
3FMTK3SU2M,Thurston,Lacey,WA,98516,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,193785686,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012226
7SAYGDEE1P,Thurston,Lacey,WA,98516,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,238555026,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012226
5YJ3E1EA2J,Thurston,Lacey,WA,98516,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,22,220636188,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012226
5YJ3E1EA1M,Thurston,Lacey,WA,98516,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,180488570,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012226
5YJYGDEEXM,Thurston,Lacey,WA,98516,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,228596903,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012226
5YJSA1E21H,Thurston,Lacey,WA,98516,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,22,185810306,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012226
5YJ3E1EC0N,Thurston,Lacey,WA,98516,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,208041228,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012226
YV4BR0CL5N,Thurston,Lacey,WA,98516,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,22,253488336,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012226
5YJ3E1EB2K,Thurston,Lacey,WA,98516,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,22,236153928,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012226
KNDCS3LF7P,Thurston,Lacey,WA,98516,2023,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,22,228590449,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012226
1C4JJXP64P,Thurston,Lacey,WA,98516,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,22,240674143,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012226
7SAYGDEE3N,Thurston,Lacey,WA,98516,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,218931954,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012226
5YJ3E1EB5K,Thurston,Lacey,WA,98516,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,22,478146602,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012226
5YJ3E1EC9M,Thurston,Lacey,WA,98516,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,179823633,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012226
WBAJA9C51J,Thurston,Lacey,WA,98516,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,52650,22,194339561,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012226
5YJ3E1EA7N,Thurston,Lacey,WA,98516,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,186719844,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012226
5UXTA6C04P,Thurston,Lacey,WA,98516,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,22,228671229,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012226
5YJ3E1EA3J,Thurston,Lacey,WA,98516,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,22,227230594,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012226
5YJYGDEE9M,Thurston,Lacey,WA,98516,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,213665588,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012226
